gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.860,168094,199,5,2256767,2424824,168094,1,0.0,3.094e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.749,160309,242,32,3549071,3709287,3507858,3347618,0.0,2.941e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.762,148566,256,30,2830308,2978815,4385991,4237466,0.0,2.726e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.938,130189,57,10,1549883,1680070,863866,733701,0.0,2.400e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.871,124482,139,14,487592,612055,1871852,1747375,0.0,2.292e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.787,114293,138,23,42257,156513,2469606,2355383,0.0,2.099e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.752,111339,195,14,1332630,1443904,1100647,989326,0.0,2.044e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.894,102372,98,3,1220171,1322539,1211128,1108765,0.0,1.886e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.802,92475,109,18,4055932,4148368,2688879,2596441,0.0,1.699e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.801,89912,117,18,270008,359866,2082061,1992159,0.0,1.652e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.886,85154,51,9,3117599,3202739,3874061,3788941,0.0,1.568e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.807,78136,84,7,407572,485659,1952252,1874136,0.0,1.435e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.871,70454,76,2,1020246,1090684,1409268,1338815,0.0,1.297e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.876,67981,66,3,2178633,2246595,244343,176363,0.0,1.252e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.637,64119,162,20,3935813,3999905,3123489,3059416,0.0,1.172e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.847,61379,71,9,3739671,3801038,3317194,3255828,0.0,1.129e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.873,59704,61,7,689819,749509,1571365,1511664,0.0,1.099e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.799,59167,82,13,2987595,3046741,4228699,4169550,0.0,1.087e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.915,57547,47,2,3202797,3260342,3788848,3731303,0.0,1.061e+05
gi|983523734|ref|NZ_CP009973.1|,1348_EBD_main_chr_2012,99.861,57582,61,5,775158,832720,1485974,1428393,0.0,1.060e+05
